Melbourne	2017	R23	A	Collingwood	1.3 4.8 9.10 12.11	 83 	6.5 9.6 12.10 14.15	 99 	 L 	 -16 	12-0-10	M.C.G.	51223	Sat 26-Aug-2017 1:45 PM
Melbourne	2016	R1	H	Greater Western Sydney	5.0 5.4 6.5 12.8	 80 	3.4 6.8 8.14 10.18	 78 	 W 	 2 	1-0-0	M.C.G.	28505	Sat 26-Mar-2016 1:40 PM
Melbourne	2016	R2	A	Essendon	1.4 6.4 7.7 10.7	 67 	2.2 7.7 8.10 11.14	 80 	 L 	 -13 	1-0-1	M.C.G.	50424	Sat 02-Apr-2016 2:10 PM
Melbourne	2016	R3	A	North Melbourne	2.2 11.5 14.7 20.11	 131 	8.2 10.4 17.7 21.10	 136 	 L 	 -5 	1-0-2	Bellerive Oval	12607	Sun 10-Apr-2016 1:10 PM
Melbourne	2016	R4	A	Collingwood	6.2 11.2 14.4 16.6	 102 	1.2 6.5 8.10 9.13	 67 	 W 	 35 	2-0-2	M.C.G.	47558	Sun 17-Apr-2016 3:20 PM
Melbourne	2016	R5	H	Richmond	5.1 11.3 14.7 20.9	 129 	2.3 7.5 11.9 14.12	 96 	 W 	 33 	3-0-2	M.C.G.	60867	Sun 24-Apr-2016 7:10 PM
Melbourne	2016	R6	H	St Kilda	5.3 8.3 11.5 15.6	 96 	3.4 9.9 17.11 20.15	 135 	 L 	 -39 	3-0-3	Docklands	27260	Sat 30-Apr-2016 1:45 PM
Melbourne	2016	R7	A	Gold Coast	2.3 8.7 17.11 24.16	 160 	4.2 8.2 11.3 14.3	 87 	 W 	 73 	4-0-3	Carrara	12780	Sat 07-May-2016 5:10 PM
Melbourne	2016	R8	H	Western Bulldogs	2.2 5.5 7.9 12.10	 82 	5.5 8.9 12.10 17.12	 114 	 L 	 -32 	4-0-4	M.C.G.	39921	Sun 15-May-2016 3:20 PM
Melbourne	2016	R9	H	Brisbane Lions	5.6 10.7 13.10 19.17	 131 	2.3 5.5 6.10 9.14	 68 	 W 	 63 	5-0-4	M.C.G.	26892	Sun 22-May-2016 1:10 PM
Melbourne	2016	R10	H	Port Adelaide	2.7 4.9 9.12 10.16	 76 	2.4 8.6 12.11 18.13	 121 	 L 	 -45 	5-0-5	Traeger Park	5146	Sat 28-May-2016 1:40 PM
Melbourne	2016	R11	A	Hawthorn	2.0 7.2 10.2 10.4	 64 	4.5 6.7 8.14 11.16	 82 	 L 	 -18 	5-0-6	M.C.G.	41833	Sat 04-Jun-2016 1:45 PM
Melbourne	2016	R12	H	Collingwood	2.4 9.6 11.7 16.8	 104 	4.4 5.4 6.6 8.10	 58 	 W 	 46 	6-0-6	M.C.G.	60158	Mon 13-Jun-2016 3:20 PM
Melbourne	2016	R13	A	Sydney	1.1 2.3 3.6 4.7	 31 	2.6 4.8 6.13 12.14	 86 	 L 	 -55 	6-0-7	S.C.G.	19086	Sun 19-Jun-2016 1:10 PM
Melbourne	2016	R15	H	Adelaide	2.3 10.4 14.5 15.8	 98 	5.2 8.5 15.8 18.12	 120 	 L 	 -22 	6-0-8	M.C.G.	29133	Sun 03-Jul-2016 3:20 PM
Melbourne	2016	R16	H	Fremantle	6.5 9.8 11.11 12.15	 87 	2.0 3.1 7.4 8.7	 55 	 W 	 32 	7-0-8	Marrara Oval	8163	Sat 09-Jul-2016 7:10 PM
Melbourne	2016	R17	A	St Kilda	6.2 6.5 9.7 11.8	 74 	3.3 8.6 10.12 15.20	 110 	 L 	 -36 	7-0-9	Docklands	25322	Sun 17-Jul-2016 3:20 PM
Melbourne	2016	R18	A	West Coast	2.2 5.4 8.10 8.12	 60 	2.1 5.2 8.4 10.6	 66 	 L 	 -6 	7-0-10	Subiaco	33908	Sat 23-Jul-2016 2:35 PM
Melbourne	2016	R19	H	Gold Coast	1.3 6.6 7.10 9.12	 66 	3.3 4.6 6.8 9.10	 64 	 W 	 2 	8-0-10	M.C.G.	20627	Sun 31-Jul-2016 1:10 PM
Melbourne	2016	R20	H	Hawthorn	5.2 9.2 12.6 17.8	 110 	3.3 7.9 10.12 11.15	 81 	 W 	 29 	9-0-10	M.C.G.	38818	Sat 06-Aug-2016 2:10 PM
Melbourne	2016	R21	A	Port Adelaide	4.3 8.5 9.9 13.16	 94 	1.2 2.4 6.5 8.6	 54 	 W 	 40 	10-0-10	Adelaide Oval	33426	Sat 13-Aug-2016 7:10 PM
Melbourne	2016	R22	A	Carlton	2.2 4.8 6.10 7.16	 58 	4.5 7.8 10.10 11.12	 78 	 L 	 -20 	10-0-11	M.C.G.	40693	Sun 21-Aug-2016 1:10 PM
Melbourne	2016	R23	A	Geelong	2.0 3.2 3.6 6.8	 44 	8.2 11.6 14.10 24.11	 155 	 L 	 -111 	10-0-12	Kardinia Park	24413	Sat 27-Aug-2016 1:45 PM
Melbourne	2015	R1	H	Gold Coast	2.5 7.7 12.9 17.13	 115 	1.2 3.6 8.8 13.11	 89 	 W 	 26 	1-0-0	M.C.G.	27013	Sat 04-Apr-2015 1:40 PM
